doi,abstract,title,author,year,CR,ID,processed_abstract,doi_tokens,doi_trigrams,doc_id,dominant_topic,top_topic_prob,margin,entropy
10.1002/casp.2450040109,"Migrants have to deal with a number of stressors, among them tenacious job search and the constitution of a new social network. Prolonged unemployment and lack of social support can result in impaired health. A sample of 235 East Germans was investigated at three times during two years following their transition to West Berlin in 1989, after the breakdown of the communist system. The majority found a job during this time and succeeded to adapt psychosocially. Those, however, who remained unemployed were worse off in terms of self-reported health. This stress-health relationship was moderated, however, by social support. Within the group of migrants who suffered from long-term joblessness, social support exerted a longitudinal buffer effect. At Wave 3, frequent physical symptoms were reported only by migrants who neither held a job nor received support. In a longitudinal causal model, the employment status affected mainly health complaints, but also social support. The relationship between health and support was found to be reciprocal over time.","UNEMPLOYMENT, SOCIAL SUPPORT AND HEALTH COMPLAINTS - A LONGITUDINAL-STUDY OF STRESS IN EAST-GERMAN REFUGEES","SCHWARZER, R and JERUSALEM, M and HAHN, A",1994,"Brahler E., 1983, Der Giessener Beschwerdefragebogen (GBB) and COHEN S, 1985, PSYCHOL BULL, V98, P310, DOI 10.1037/0033-2909.98.2.310 and COHEN S, 1992, MEANING MEASUREMENT, P109 and DOOLEY D, 1988, J SOC ISSUES, V44, P1, DOI 10.1111/j.1540-4560.1988.tb02088.x and Feather N.T., 1990, PSYCHOL IMPACT UNEMP and FRESE M, 1987, SOC SCI MED, V25, P173, DOI 10.1016/0277-9536(87)90385-6 and HAFNER A, 1990, Z KLINISCHE PSYCH, V19, P1 and HENDERSON AS, 1992, MEANING MEASUREMENT, P85 and Hobfoll S. E., 1988, The ecology of stress and HOBFOLL SE, 1989, AM PSYCHOL, V44, P513, DOI 10.1037/0003-066X.44.3.513 and HOBFOLL SE, 1992, MEANING MEASUREMENT, P125 and JERUSALEM M, 1989, PERS INDIV DIFFER, V10, P785, DOI 10.1016/0191-8869(89)90125-6 and Jerusalem M., 1992, SELF EFFICACY, P195 and JORESKOG KG, 1988, LISREL VII GUIDE PRO and Kelvin P., 1985, UNEMPLOYMENT ITS SOC and LAIREITER A, 1992, MEANING MEASUREMENT, P33 and Lazarus R.S., 1991, Emotion and adaptation and LERNER MJ, 1992, LIFE CRISES AND EXPERIENCES OF LOSS IN ADULTHOOD, P229 and MONROE SM, 1992, MEANING MEASUREMENT, P93 and Montada L., 1992, LIFE CRISES EXPERIEN and MORTIMER JT, 1991, ENCY ADOLESCENCE, P311 and SCHWARZER R, 1991, J SOC PERS RELAT, V8, P99, DOI 10.1177/0265407591081005 and SCHWARZER R, 1992, SER CLIN C, P65 and SCHWARZER R, 1991, J SOC PERS RELAT, V8, P133, DOI 10.1177/0265407591081007 and SCHWARZER R, 1992, LIFE CRISES AND EXPERIENCES OF LOSS IN ADULTHOOD, P435 and SCHWARZER R, 1992, MEANING MEASUREMENT, P65 and SCHWEFEL D, 1987, UNEMPLOYMENT SOCIAL and THOITS PA, 1992, MEANING MEASUREMENT, P57 and VEIEL HOF, 1992, MEANING MEASUREMENT, P273 and VEIEL HOF, 1992, MEANING MEASUREMENT, P1 and Warr P.B., 1987, Work, unemployment, and mental health",440,migrant deal stressor tenacious job search constitution social prolonged unemployment social support impaired health east german time year transition west berlin breakdown communist system majority job time succeed adapt psychosocially remain unemployed bad term selfreported health stresshealth moderate social support group migrant suffer longterm joblessness social support exert longitudinal buffer wave frequent physical symptom migrant neither hold job received support longitudinal causal status mainly health complaint social support health support reciprocal time,"['10.1037/0033-2909.98.2.310', '10.1111/j.1540-4560.1988.tb02088.x', '10.1016/0277-9536(87)90385-6', '10.1037/0003-066X.44.3.513', '10.1016/0191-8869(89)90125-6', '10.1177/0265407591081005', '10.1177/0265407591081007']","['Cohen,1985,10.1037/0033-2909.98.2.310', 'Hobfoll,1989,10.1037/0003-066X.44.3.513']",439,15,0.32687869668006897,0.12806643545627594,1.8587049429589257
10.1177/140349489001800203,"As part of a survey on the work environment of bus drivers, 2045 (83%) of 2465 maoe bus drivers in the three major cities in Demark in 1978 answered a postal questionnaire on health and working conditions. In order to evaluate the relative occurrence of peptic ulcer among the bus drivers, a follow-up study was also conducted. All hospital discharges with a peptic ulcer diagnosis among the bus drivers were registered from the Danish National Patient Register. All Danish men were used as reference group. On the basis of the 1978-questionnaire associated between occupational and psychosocial factors and subsequent hospital discharge with a peptic ulcer diagnosis was studied. The prevalence of abdominal pain alleviated by food intake was 12% among bus drivers and 6% in the reference group. The incidence of hospital discharge with duodenal ulcer among younger bus drivers was twice the incidence among Danish men in the same age group. The incidence of all manifestations of peptic ulcer disease among bus drivers did not differ from the incidence among Danish men. Of occupational and psycho-social factors, wage dissatisfaction and smoking showed statistically significant association with hospital discharge with PU in a 6 3/4-year period. Job dissatisfaction, stress symptoms and lack of some social network factors tended to increase the risk of hospital discharge with PU.",PEPTIC-ULCER AMONG URBAN BUS DRIVERS IN DENMARK,"NETTERSTROM, B and JUEL, K",1990,"AANONSEN A, 1964, THESIS OSLO and Agner E, 1979, Ugeskr Laeger, V141, P3543 and ANDERSEN JE, 1970, DANISH NATIONAL I SO, V42 and AXELSON O, 1978, SCAND J WORK ENV HEA, V4, P98, DOI 10.5271/sjweh.2720 and BANKE L, 1975, THESIS FADL COPENHAG and Bonnevie O, 1979, Ugeskr Laeger, V141, P2380 and *DANM STAT, 1985, 1970 80 MORT OCC and Gyntelberg F, 1971, Ugeskr Laeger, V133, P2303 and Hansen T H, 1985, Ugeskr Laeger, V147, P4175 and Harrington J.M., 1978, SHIFT WORK HLTH and HARRISON A, 1979, DHEW PHS7950066 PUB and HOJERPEDERSEN W, 1958, ACTA PSYCH NEUROL S, V119 and KNOP J, 1981, ACTA PSYCHIAT SCAND, V63, P346, DOI 10.1111/j.1600-0447.1981.tb00683.x and LAURSEN P, 1982, WORKING ENV BUS DRIV and Netterstrom B, 1983, Ugeskr Laeger, V145, P2030 and NETTERSTROM B, 1981, SOCIALMEDICIN ARBEJD and SONNENBERG A, 1986, J OCCUP ENVIRON MED, V28, P87",504,part work environment bus driver maoe bus driver city demark answer postal questionnaire health work condition order evaluate relative occurrence peptic ulcer bus drivers followup hospital discharge peptic ulcer diagnosis bus driver register danish national patient register danish men referral group basis questionnaire psychosocial subsequent hospital discharge peptic ulcer diagnosis prevalence abdominal pain alleviate food intake bus driver referral group incidence hospital discharge duodenal ulcer age bus driver twice incidence danish men age group incidence manifestation peptic ulcer disease bus driver differ incidence danish men psychosocial wage dissatisfaction smoking statistically hospital discharge pu year period job dissatisfaction stress symptom social tend increase risk hospital discharge pu,"['10.5271/sjweh.2720', '10.1111/j.1600-0447.1981.tb00683.x']",[],503,13,0.42951712012290955,0.1344912350177765,1.5364941938014829
10.2307/2136947,"Social support is typically viewed as a stable factor that is potentially an important moderator of the effects of stressful life events. This study examines the effect of one economic stressor, unemployment, on social support, the mediation of this effect, and then the stress-buffering hypothesis. Data were taken form a longitudinal panel study of 82 blue- and white-collar men who recently experienced unemployment. Social support was measured in three ways: 1) marital and family support; 2) help (from outside the family) with problems; and 3) number and frequency of contacts with social network members. Following unemployment, a significant decline in two of four indicators of marital support was found for all workers. When the number of weeks of employment was considered, a decrease in the quality of the marital relation and an increase in help with problems was found for white-collar workers. A decrease in frequency of contact with network members for blue-collar workers was also observed. Mediation analyses indicated that unemployment has a negative effect on marital and family support in part through its effect on the husband''s psychological well-being. Two different methods for estimating the stress-buffering effects of supports most susceptible to change during job loss indicate that buffering does occur. The conceptual implications of the nonindependence between stressful events and social supports for the stress buffering hypothesis are examined.",THE SOCIAL COSTS OF UNEMPLOYMENT - IMPLICATIONS FOR SOCIAL SUPPORT,"ATKINSON, T and LIEM, R and LIEM, JH",1986,"ANDREWS G, 1978, J NERV MENT DIS, V166, P307, DOI 10.1097/00005053-197805000-00001 and ANESHENSEL CS, 1982, ARCH GEN PSYCHIAT, V39, P1392 and ATKINSON T, 1984, THESIS BOSTON COLLEG and Bakke E.Wight., 1940, Citizens Without Work: A Study of the Effects of Unemployment Upon the Workers' Social Relations and Practices and Barrera M., 1981, Social Networks and Social Support, P69 and Bradburn N.M., 1969, Aldine and BROWN GW, 1975, SOCIOLOGY, V9, P225, DOI 10.1177/003803857500900203 and CARVETH WB, 1979, CAN J BEHAV SCI, V11, P179, DOI 10.1037/h0081588 and COHEN S, 1985, PSYCHOL BULL, V98, P310, DOI 10.1037/0033-2909.98.2.310 and DEAN A, 1977, J NERV MENT DIS, V165, P403, DOI 10.1097/00005053-197712000-00006 and DEAN A, 1980, AUG ANN M AM PSYCH A and DEARAUJO G, 1973, J PSYCHOSOM RES, V17, P359, DOI 10.1016/0022-3999(73)90045-7 and Degoratis LR., 1977, SCL 90 ADM SCORING P and DH e P OWELL., 1973, Society, V10, P18 and Eckenrode John., 1981, Social networks and social support, P43 and Elder G.H., 1979, LIFE SPAN DEV BEHAV, V2, P117 and GORE S, 1978, J HEALTH SOC BEHAV, V19, P157, DOI 10.2307/2136531 and Gottlieb B., 1981, SOCIAL NETWORKS SOCI and HORWITZ AV, 1984, ANNU REV SOCIOL, V10, P95 and Jahoda M., 1971, Marienthal: The sociography of an unemployed community and KAPLAN HB, 1983, J HEALTH SOC BEHAV, V24, P230, DOI 10.2307/2136573 and Kaufman HaroldG., 1982, PROFESSIONALS SEARCH and Keppel G., 1973, Design and analysis: a researcher's handbook and Komarovsky Mirra., 1940, UNEMPLOYED MAN HIS F and LAROCCO JM, 1980, J HEALTH SOC BEHAV, V21, P202, DOI 10.2307/2136616 and LEAVY RL, 1983, J COMMUNITY PSYCHOL, V11, P3, DOI 10.1002/1520-6629(198301)11:1<3::AID-JCOP2290110102>3.0.CO;2-E and Liem G.R., 1979, Mental Health and the Economy, P347 and LIEM R, 1982, OCT NAT C SOC STRESS and LIKER JK, 1983, AM SOCIOL REV, V48, P343, DOI 10.2307/2095227 and LIN N, 1979, J HEALTH SOC BEHAV, V20, P108, DOI 10.2307/2136433 and LIN N, 1985, J HEALTH SOC BEHAV, V26, P247, DOI 10.2307/2136756 and MITCHELL RE, 1984, J HEALTH SOC BEHAV, V25, P438, DOI 10.2307/2136381 and MOEN P, 1982, EC FAMILY, P213 and Moos R.H., 1974, PRELIMINARY MANUAL F and NUCKOLLS KB, 1972, AM J EPIDEMIOL, V95, P431, DOI 10.1093/oxfordjournals.aje.a121410 and PEARLIN LI, 1981, J HEALTH SOC BEHAV, V22, P337, DOI 10.2307/2136676 and THOITS PA, 1982, J HEALTH SOC BEHAV, V23, P145, DOI 10.2307/2136511 and WARR P, 1985, ROLE TRANSITIONS EXP, P263 and WETHINGTON E, 1986, J HEALTH SOC BEHAV, V27, P78, DOI 10.2307/2136504 and WILCOX BL, 1981, AM J COMMUN PSYCHOL, V9, P371, DOI 10.1007/BF00918169 and WILLIAMS AW, 1981, J HEALTH SOC BEHAV, V22, P324, DOI 10.2307/2136675",694,social support typically view stable potentially moderator stressful life event economic stressor unemployment social support mediation stressbuffering hypothesis form longitudinal panel blue whitecollar men recently experience unemployment social support way marriage family support help outside family problem frequency contact social membership unemployment decline four indicator marriage support week decrease quality marriage relation increase help problem whitecollar decrease frequency contact membership bluecollar observed mediation unemployment negative marriage family support part husband psychological wellbeing estimate stressbuffering support susceptible job loss buffering occur conceptual nonindependence stressful event social support stress buffering hypothesis,"['10.1097/00005053-197805000-00001', '10.1177/003803857500900203', '10.1037/h0081588', '10.1037/0033-2909.98.2.310', '10.1097/00005053-197712000-00006', '10.1016/0022-3999(73)90045-7', '10.2307/2136531', '10.2307/2136573', '10.2307/2136616', '10.1002/1520-6629(198301)11:1<3::AID-JCOP2290110102>3.0.CO;2-E', '10.2307/2095227', '10.2307/2136433', '10.2307/2136756', '10.2307/2136381', '10.1093/oxfordjournals.aje.a121410', '10.2307/2136676', '10.2307/2136511', '10.2307/2136504', '10.1007/BF00918169', '10.2307/2136675']","['Cohen,1985,10.1037/0033-2909.98.2.310']",693,15,0.3798157274723053,0.0956180989742279,1.5944107499972278
,"The relationship between the social networks of leaders and community viability is examined in a comparative study of leaders (N = 75) in five rural communities (population range, 1,000 to 2,500). The analysis looks at leaders' connections to organizations outside of their communities and at different kinds of linkages between leaders within their respective communities. Leaders in more and less viable communities do not differ much in characteristics such as age, education, and occupations, but the presence of women in leadership positions is associated with community viability. In addition, there is some support for the expectation that leaders in more viable communities are more likely to have formal linkages to statewide and national networks. The most important finding, however, is that the way in which leaders relate to each other in instrumental tasks within their respective communities is associated with community viability.",THE SOCIAL NETWORKS OF LEADERS IN MORE AND LESS VIABLE RURAL COMMUNITIES,"OBRIEN, DJ and HASSINGER, EW and BROWN, RB and PINKERTON, JR",1991,"*AM DENT ASS, 1985, AM DENT DIR and *AM MED ASS, 1988, YB DIR OST PHYS 1987 and *AM MED ASS, 1986, AM MED DIR and Ayres J.S., 1989, Community Development, V20, P1, DOI DOI 10.1080/15575338909489991 and BROWN RB, 1989, IN PRESS COMMUNITY D, P3 and Clinard MarshallB., 1966, SLUMS COMMUNITY DEV and COLEMAN JS, 1988, AM J SOCIOL, V94, pS95, DOI 10.1086/228943 and DEATON BJ, 1989, 1989 MISS LEG C BRAN and DUNN, 1988, DUNN BRADSTREET REFE and Flora C.B., 1988, Rural Development News, V12, P1 and GOUDY WJ, 1990, RURAL SOCIOL, V55, P178, DOI 10.1111/j.1549-0831.1990.tb00679.x and GRANOVETTER MS, 1973, AM J SOCIOL, V78, P1360, DOI 10.1086/225469 and HENDERSON D, 1989, RURAL DEV PERSPECTIV, V5, P31 and Hunter F., 1953, COMMUNITY POWER STRU and JENKINS JC, 1983, ANNU REV SOCIOL, V9, P527, DOI 10.1146/annurev.so.09.080183.002523 and Johansen HarleyE., 1984, The Changing Rural Village in America: Demographic and Economic Trends Since 1950 and JOHANSEN HE, 1990, RURAL DEV PERSPECTIV, V6, P2 and Logan John., 1987, URBAN FORTUNES and Lukes Steven, 1974, Power: A Radical View, DOI DOI 10.1007/978-1-349-02248-9 and Luloff A.E., 1990, AM RURAL COMMUNITIES and MARWELL G, 1988, AM J SOCIOL, V94, P502, DOI 10.1086/229028 and MCGRANAHAN DA, 1984, RURAL SOCIOL, V4, P530 and *MI DEP EL SEC ED, 1978, MISS SCH DIR 1978 79 and *MI DEP EL SEC ED, 1988, MISS SCH DIR 1988 89 and *MI DEP HLTH, 1987, MISS HOSP PROF 1986 and *MI DEP HLTH, 1985, MISS NURS HOM RES CA and *MI STAT DEP REV, 1987, 1987 ANN REP SAL TAX and Olson Mancur., 1971, The Logic of Collective Action: Public Goods and the Theory of Groups, with a new preface and appendix and POLSBY NW, 1959, AM SOCIOL REV, V24, P796, DOI 10.2307/2088567 and SALAMON S, 1985, RURAL SOCIOL, V50, P323 and SAMPSON RJ, 1988, AM SOCIOL REV, V53, P766, DOI 10.2307/2095822 and Trounstine PhilipJ., 1982, MOVERS SHAKERS STUDY and *US BUR CENS, 1983, CENS POP and WADE JL, 1989, EC DEV REV, V7, P45 and WALL M, 1989, HEARTLAND CTR LEADER and Warren R., 1978, The Community in America, V3rd and WILSON WJ, 1991, AM SOCIOL REV, V56, P1, DOI 10.2307/2095669",887,social leadership community viability comparative leadership n five rural community population range look leadership connection organization outside community kind linkage leadership respective community leadership viable community differ much characteristic age education occupation presence gender leadership position community viability addition support expectation leadership viable community formal linkage statewide national way leadership instrumental task respective community community viability,"['DOI', '10.1086/228943', '10.1111/j.1549-0831.1990.tb00679.x', '10.1086/225469', '10.1146/annurev.so.09.080183.002523', 'DOI', '10.1086/229028', '10.2307/2088567', '10.2307/2095822', '10.2307/2095669']","['Coleman,1988,10.1086/228943', 'Granovetter,1973,10.1086/225469']",886,13,0.35355913639068604,0.09043169021606445,1.5581022905391002
10.1177/140349489101900207,"During the last 25 years, a series of epidemiological studies in North-Western Europe and U.S.A. have demonstrated a negative association between social class and the incidence of cardiovascular disease (CVD), that is, an increasing incidence the lower the social class. In studies where possible explanations of this negative gradient have been analyzed, it was concluded that the traditional individual risk factors, such as elevated blood pressure, high serum cholesterol, and smoking, could explain about one half of the differences demonstrated. In a prospective study of a cohort of 504 men from the County of Copenhagen, the participants were examined when 40 and 51 years old. At both examinations the social class of the participants was recorded in addition to a number of cardiovascular risk factors. The latter included both the traditional risk factors and some not previously analyzed in relation to social class. At the 51-year examination we found statistically significant negative associations between social class and the following risk factors: plasma fibrinogen (p < 0.001), short height (p < 0.001), smoking (p < 0.05), physical inactivity in leisure time (p < 0.01), shift work (p < 0.05), job strain (p < 0.05), living alone (p < 0.01), and having a poor social network (p < 0.05). Two factors showed a significant opposite association with social class: Type A behaviour (p < 0.001) and physical inactivity at work (p < 0.001). In the last 10-15 years, a tendency has been demonstrated in many countries towards a strengthened association between social class and cardiovascular risk factors. This tendency was not found in our cohort. It has been discussed whether some of the social inequalities observed could be due to selection, so that people with a favourable cardiovascular risk profile socially were upward mobile. We found no support for such a selection hypothesis in our study.",SOCIAL-CLASS AND CARDIOVASCULAR RISK-FACTORS IN DANISH MEN,"MOLLER, L and KRISTENSEN, TS and HOLLNAGEL, H",1991,"AKERSTEDT T, 1984, SCAND J WORK ENV HEA, V10, P409, DOI 10.5271/sjweh.2302 and ANDERSON O, 1985, 41 DANM STAT STAT UN and [Anonymous], 1981, Global strategy for health for all by the year 2000 and ANTONOVSKY A, 1968, J CHRON DIS, V21, P65, DOI 10.1016/0021-9681(68)90098-2 and ASTAND PO, 1954, J APPL PHYSIOL, V7, P218 and ASTRUP T, 1965, SCAND J CLIN LAB INV, V17, P57, DOI 10.3109/00365516509077284 and BORTNER RW, 1969, J CHRON DIS, V22, P87, DOI 10.1016/0021-9681(69)90061-7 and BURNING JE, 1987, JAMA-J AM MED ASSOC, V258, P791 and CONROY RM, 1986, SCAND J SOC MED, V14, P51, DOI 10.1177/140349488601400202 and COOPER CL, 1980, B BRIT PSYCHOL SOC, V33, P49 and COVEY LS, 1981, J OCCUP ENVIRON MED, V23, P537 and DYER AR, 1976, CIRCULATION, V54, P987, DOI 10.1161/01.CIR.54.6.987 and EVANS JG, 1981, PUBLIC HEALTH, V95, P161, DOI 10.1016/S0033-3506(81)80129-1 and HAGLUND BJA, 1985, SCAND J SOC MED, V13, P53, DOI 10.1177/140349488501300202 and HELMERT U, 1989, J EPIDEMIOL COMMUN H, V43, P37, DOI 10.1136/jech.43.1.37 and HOLLNAGEL H, 1985, THESIS U COPENHAGEN and HOLME I, 1976, LANCET, V2, P1396 and HOLME I, 1982, ACTA MED SCAND, P147 and HOLME I, 1980, J EPIDEMIOL COMMUN H, V34, P48, DOI 10.1136/jech.34.1.48 and HOLME I, 1981, ACTA MED SCAND, V209, P277 and HOUSE JS, 1988, SCIENCE, V241, P540, DOI 10.1037/0003-066X.59.8.676 and HYPERTENSION DETECTION FOLLOW-UP, 1977, AM J EPIDEMIOL, V106, P351 and JACOBSEN BK, 1988, AM J EPIDEMIOL, V127, P923, DOI 10.1093/oxfordjournals.aje.a114895 and JENKINS CD, 1976, NEW ENGL J MED, V294, P987, DOI 10.1056/NEJM197604292941806 and KARASEK R, 1981, AM J PUBLIC HEALTH, V71, P694, DOI 10.2105/AJPH.71.7.694 and KARASEK RA, 1988, AM J PUBLIC HEALTH, V78, P910, DOI 10.2105/AJPH.78.8.910 and KHOSLA T, 1972, BRIT J PREV SOC MED, V26, P249 and KOSKENVUO M, 1981, J EPIDEMIOL COMMUN H, V35, P192, DOI 10.1136/jech.35.3.192 and KOSKENVUO M, 1979, SOC SCI MED-MED SOC, V13, P691, DOI 10.1016/0271-7123(79)90114-7 and KRANTZ DS, 1988, BRIT J MED PSYCHOL, V61, P3, DOI 10.1111/j.2044-8341.1988.tb02762.x and KRAUS JF, 1980, AM J EPIDEMIOL, V111, P407, DOI 10.1093/oxfordjournals.aje.a112915 and Kristensen T S, 1985, Ugeskr Laeger, V147, P3429 and Kristensen T S, 1985, Ugeskr Laeger, V147, P3423 and KRISTENSEN TS, 1989, SCAND J WORK ENV HEA, V15, P245, DOI 10.5271/sjweh.1854 and KRISTENSEN TS, 1989, SCAND J WORK ENV HEA, V15, P165, DOI 10.5271/sjweh.1864 and LEHMAN EW, 1967, J CHRON DIS, V20, P381, DOI 10.1016/0021-9681(67)90011-2 and LIU K, 1982, CIRCULATION, V66, P1308, DOI 10.1161/01.CIR.66.6.1308 and Logan WPD, 1954, BRIT J PREV SOC MED, V8, P128 and LOGAN WPD, 1952, LANCET, V262, P758 and LYNCH P, 1981, BMJ-BRIT MED J, V283, P405, DOI 10.1136/bmj.283.6288.405 and MARKOWE HLJ, 1985, BMJ-BRIT MED J, V291, P1312, DOI 10.1136/bmj.291.6505.1312 and MARKS RU, 1967, MILBANK FUND Q, V45, P51, DOI 10.2307/3348939 and MARMOT M, 1988, INT J HEALTH SERV, V18, P659, DOI 10.2190/KTC1-N5LK-J1PM-9GRQ and MARMOT M, 1989, INT J EPIDEMIOL, V18, pS196 and MARMOT MG, 1978, BMJ-BRIT MED J, V2, P1109, DOI 10.1136/bmj.2.6145.1109 and MARMOT MG, 1984, LANCET, V1, P1003 and MARMOT MG, 1986, LANCET, V2, P274 and MARMOT MG, 1978, J EPIDEMIOL COMMUN H, V32, P244, DOI 10.1136/jech.32.4.244 and MEADE TW, 1979, BMJ-BRIT MED J, V1, P153, DOI 10.1136/bmj.1.6157.153 and MOLLER L, 1991, ARTERIOSCLER THROMB, V11, P344, DOI 10.1161/01.ATV.11.2.344 and MORGENSTERN H, 1980, SOC SCI MED-MED SOC, V14, P191, DOI 10.1016/S0271-7123(80)91637-5 and MORRIS J N, 1974, Acta Cardiologica Supplementum, V20, P95 and MORRIS JN, 1980, LANCET, V2, P1207 and MORRIS JN, 1979, LANCET, V1, P87 and MORRIS JN, 1959, ARCH INTERN MED, V104, P903, DOI 10.1001/archinte.1959.00270120059009 and MORRIS JN, 1958, BMJ-BRIT MED J, V2, P1485, DOI 10.1136/bmj.2.5111.1485 and NAYHA S, 1977, BRIT J PREV SOC MED, V31, P231 and NILSSON P, 1984, LAKARTIDNINGEN, V81, P91 and Olsen J H, 1985, Ugeskr Laeger, V147, P2788 and OLSEN NB, 1981, DAN MED BULL, V28, P168 and ORTHGOMER K, 1988, ACTA MED SCAND, V224, P205 and ORTHGOMER K, 1983, PSYCHOSOM MED, V45, P407, DOI 10.1097/00006842-198310000-00004 and ORTHGOMER K, 1982, ACTIV NERV SUPER, P223 and ORTHGOMER K, 1985, 7TH SWED YOG S OCC H, P56 and PAFFENBARGER RS, 1984, PREV MED, V13, P3, DOI 10.1016/0091-7435(84)90037-9 and POCOCK SJ, 1987, LANCET, V2, P197 and RAGLAND DR, 1988, NEW ENGL J MED, V318, P65, DOI 10.1056/NEJM198801143180201 and RAGLAND DR, 1988, AM J EPIDEMIOL, V127, P462, DOI 10.1093/oxfordjournals.aje.a114823 and ROSE G, 1981, BRIT HEART J, V45, P13, DOI 10.1136/hrt.45.1.13 and Rose G, 1982, MINNESOTA CODE RESTI and ROSENGREN A, 1990, BMJ-BRIT MED J, V300, P634, DOI 10.1136/bmj.300.6725.634 and SHARP DS, 1987, MED TOXICOL ADV DRUG, V2, P210, DOI 10.1007/BF03259865 and SHEKELLE RB, 1969, J CHRON DIS, V22, P381, DOI 10.1016/0021-9681(69)90002-2 and *STAT SENT, 1976, YRK DOD 1970 73 and STERN J, 1983, J SOC POLICY, V12, P27, DOI 10.1017/S0047279400012289 and *SWED DEP SOC, 1984, HALS MAL BEH PLAN and SYME SL, 1976, AM J EPIDEMIOL, V104, P1 and TUOMILEHTO J, 1978, PREV MED, V7, P539, DOI 10.1016/0091-7435(78)90266-9 and WALD N, 1972, LANCET, V1, P259 and WING S, 1988, AM J PUBLIC HEALTH, V78, P1415, DOI 10.2105/AJPH.78.11.1415",946,last year series epidemiological northwestern europe usa negative social class incidence cardiovascular disease cvd increase incidence social class possible explanation negative gradient conclude traditional individual risk elevated blood pressure serum cholesterol smoking half prospective cohort men county copenhagen participant year age examination social class participant record addition cardiovascular risk latter traditional risk previously relation social class year examination statistically negative social class following risk plasma fibrinogen p short height p smoke p physical inactivity leisure time p shift work p job strain p live alone p poor social p opposite social class behaviour p physical inactivity work p last year tendency country towards strengthen social class cardiovascular risk tendency cohort discuss social inequality observe due selection favourable cardiovascular risk profile socially upward mobility support selection hypothesis,"['10.5271/sjweh.2302', '10.1016/0021-9681(68)90098-2', '10.3109/00365516509077284', '10.1016/0021-9681(69)90061-7', '10.1177/140349488601400202', '10.1161/01.CIR.54.6.987', '10.1016/S0033-3506(81)80129-1', '10.1177/140349488501300202', '10.1136/jech.43.1.37', '10.1136/jech.34.1.48', '10.1037/0003-066X.59.8.676', '10.1093/oxfordjournals.aje.a114895', '10.1056/NEJM197604292941806', '10.2105/AJPH.71.7.694', '10.2105/AJPH.78.8.910', '10.1136/jech.35.3.192', '10.1016/0271-7123(79)90114-7', '10.1111/j.2044-8341.1988.tb02762.x', '10.1093/oxfordjournals.aje.a112915', '10.5271/sjweh.1854', '10.5271/sjweh.1864', '10.1016/0021-9681(67)90011-2', '10.1161/01.CIR.66.6.1308', '10.1136/bmj.283.6288.405', '10.1136/bmj.291.6505.1312', '10.2307/3348939', '10.2190/KTC1-N5LK-J1PM-9GRQ', '10.1136/bmj.2.6145.1109', '10.1136/jech.32.4.244', '10.1136/bmj.1.6157.153', '10.1161/01.ATV.11.2.344', '10.1016/S0271-7123(80)91637-5', '10.1001/archinte.1959.00270120059009', '10.1136/bmj.2.5111.1485', '10.1097/00006842-198310000-00004', '10.1016/0091-7435(84)90037-9', '10.1056/NEJM198801143180201', '10.1093/oxfordjournals.aje.a114823', '10.1136/hrt.45.1.13', '10.1136/bmj.300.6725.634', '10.1007/BF03259865', '10.1016/0021-9681(69)90002-2', '10.1017/S0047279400012289', '10.1016/0091-7435(78)90266-9', '10.2105/AJPH.78.11.1415']","['Cohen,2004,10.1037/0003-066X.59.8.676']",945,13,0.3897620439529419,0.11130279302597046,1.4764898451155082
