doc_id,dominant_topic,top_topic_prob,margin,entropy
285,9,0.3275493383407593,0.04815959930419922,1.552034652057073
286,11,0.35736680030822754,0.03699919581413269,1.5326841993142297
287,16,0.6457883715629578,0.44635000824928284,0.9954064474211817
288,2,0.6528826951980591,0.5388101637363434,1.2154415105258756
289,5,0.3647191524505615,0.11524452269077301,1.5964936836901538
290,14,0.6339275240898132,0.4604458659887314,1.1301421519996357
291,15,0.4613026976585388,0.12041586637496948,1.151645044556725
292,14,0.4045296311378479,0.0780951976776123,1.4506434847598806
293,16,0.39479801058769226,0.2075633555650711,1.5356564302347273
294,1,0.46842068433761597,0.15383195877075195,1.2243983098217421
295,2,0.2974991798400879,0.056903645396232605,1.64314986900136
296,4,0.44639918208122253,0.10606488585472107,1.2195868982978935
297,8,0.6732161641120911,0.4440779834985733,0.9784120580160114
298,4,0.2262643426656723,0.019610807299613953,1.8415205393929281
299,13,0.7043158411979675,0.5813645496964455,0.9984041290352469
300,13,0.6399942636489868,0.4642980843782425,0.9856396314639536
301,6,0.3908775746822357,0.20563900470733643,1.7556118215462644
302,0,0.363616943359375,0.0016825497150421143,1.363741504657842
303,14,0.5560272336006165,0.3432163894176483,1.2774209417701943
304,13,0.3772498071193695,0.19017337262630463,1.7212138746501668
305,14,0.6345831155776978,0.47614990174770355,1.1521554548543458
306,2,0.3190450668334961,0.006846606731414795,1.3725973892191219
307,11,0.25117093324661255,0.03022332489490509,1.8209206343455364
308,6,0.36059796810150146,0.02999413013458252,1.3047848285137507
309,3,0.2756897509098053,0.05929143726825714,1.7346646696670067
310,2,0.38910529017448425,0.20789121091365814,1.6423159576589808
311,2,0.25388556718826294,0.009805187582969666,1.8280212509544793
312,14,0.5876920819282532,0.3753730356693268,1.1753052452193826
313,2,0.46510031819343567,0.3210463225841522,1.5973054243631635
314,8,0.3366548717021942,0.07191827893257141,1.4327306628702752
315,15,0.5181028246879578,0.19852709770202637,1.1164689946445983
316,12,0.45859673619270325,0.09142422676086426,1.2156921967522707
317,14,0.4315939247608185,0.23601940274238586,1.5082643920622296
318,14,0.4991757571697235,0.06429213285446167,0.9610504766184188
319,13,0.7417087554931641,0.6266986578702927,0.9256988925913827
320,7,0.7973715662956238,0.6081130504608154,0.5894942933479503
321,2,0.49349913001060486,0.27166225016117096,1.4008952375157424
322,15,0.4776630699634552,0.2874375730752945,1.5105214463785923
323,4,0.3624837398529053,0.10095000267028809,1.6162660292291646
324,2,0.715705394744873,0.5307426303625107,0.8514009798438522
325,15,0.4858713150024414,0.27452243864536285,1.5213573291722393
326,9,0.639180064201355,0.3335537612438202,0.8745972112686482
327,7,0.21708694100379944,0.02460843324661255,2.0429065284970758
328,0,0.4463561773300171,0.15750360488891602,1.3128754911551135
329,16,0.39684969186782837,0.07611832022666931,1.3590618166721993
330,9,0.3250886797904968,0.1085323840379715,1.819107280327948
331,12,0.24753209948539734,0.041414305567741394,1.9228197912560994
332,15,0.24506816267967224,0.0297919362783432,1.7480372380270706
333,15,0.3298998177051544,0.11992967128753662,1.7141401694417904
334,4,0.5458857417106628,0.28493839502334595,1.0983937195245321
335,2,0.39007994532585144,0.1086168885231018,1.584956846823233
336,11,0.42570817470550537,0.11044666171073914,1.4061518865440075
337,1,0.36186519265174866,0.1701492965221405,1.8052158649385721
338,7,0.45495328307151794,0.30332091450691223,1.6616725270986097
339,4,0.4118390679359436,0.20870986580848694,1.4650595593335396
340,4,0.5056012868881226,0.20662713050842285,1.2574530867543376
341,7,0.2987217307090759,0.11624228954315186,1.7681067944016526
342,4,0.5065719485282898,0.3359764367341995,1.4892344411989096
343,9,0.45642587542533875,0.2783083915710449,1.5974915019369698
344,14,0.47526952624320984,0.1774347722530365,1.1414057419202248
345,14,0.6444330811500549,0.49996957182884216,1.13833124854744
346,4,0.6034342050552368,0.24951469898223877,0.8799116697432923
347,3,0.37069201469421387,0.06127166748046875,1.5954500018750566
348,1,0.43294063210487366,0.07225990295410156,1.2941387630070498
349,12,0.31103813648223877,0.08910007774829865,1.721335595531787
350,6,0.38656753301620483,0.1682688295841217,1.54344257349114
351,2,0.35438504815101624,0.10984399914741516,1.7410986404733015
352,0,0.21203352510929108,0.013827934861183167,2.0822581421614927
353,3,0.32765209674835205,0.09116053581237793,1.5884744374438278
354,1,0.3240967094898224,0.03693541884422302,1.6264469761764946
355,2,0.4833047091960907,0.09228116273880005,1.1275522109122351
356,1,0.40623047947883606,0.02246040105819702,1.2793794509937495
357,9,0.3693237900733948,0.15848056972026825,1.8407671002632935
358,6,0.47538766264915466,0.18918532133102417,1.3932058913657603
359,6,0.44325295090675354,0.11215034127235413,1.3165589154304016
360,2,0.21665672957897186,0.015224874019622803,1.902189643411087
361,6,0.6762677431106567,0.44195425510406494,0.9039974485457681
